movieId,title,genres
320,Suture(1993),Film-Noir|Thriller
321,StrawberryandChocolate(Fresaychocolate)(1993),Drama
322,SwimmingwithSharks(1995),Comedy|Drama
324,"SumofUs,The(1994)",Comedy|Drama
325,NationalLampoon'sSeniorTrip(1995),Comedy
326,ToLive(Huozhe)(1994),Drama
327,TankGirl(1995),Action|Comedy|Sci-Fi
328,TalesfromtheCryptPresents:DemonKnight(1995),Horror|Thriller
329,StarTrek:Generations(1994),Adventure|Drama|Sci-Fi
330,TalesfromtheHood(1995),Action|Crime|Horror
331,Tom&Viv(1994),Drama
332,VillageoftheDamned(1995),Horror|Sci-Fi
333,TommyBoy(1995),Comedy
334,Vanyaon42ndStreet(1994),Drama
335,Underneath(1995),Mystery|Thriller
336,"WalkingDead,The(1995)",Drama|War
337,What'sEatingGilbertGrape(1993),Drama
338,Virtuosity(1995),Action|Sci-Fi|Thriller
339,WhileYouWereSleeping(1995),Comedy|Romance
340,"War,The(1994)",Adventure|Drama|War
341,DoubleHappiness(1994),Drama
342,Muriel'sWedding(1994),Comedy
343,"Baby-SittersClub,The(1995)",Children
344,AceVentura:PetDetective(1994),Comedy
345,"AdventuresofPriscilla,QueenoftheDesert,The(1994)",Comedy|Drama
346,Backbeat(1993),Drama|Musical
347,BitterMoon(1992),Drama|Film-Noir|Romance
348,BulletsOverBroadway(1994),Comedy
349,ClearandPresentDanger(1994),Action|Crime|Drama|Thriller
350,"Client,The(1994)",Drama|Mystery|Thriller
351,"Corrina,Corrina(1994)",Comedy|Drama|Romance
352,Crooklyn(1994),Comedy|Drama
353,"Crow,The(1994)",Action|Crime|Fantasy|Thriller
354,Cobb(1994),Drama
355,"Flintstones,The(1994)",Children|Comedy|Fantasy
356,ForrestGump(1994),Comedy|Drama|Romance|War
357,FourWeddingsandaFuneral(1994),Comedy|Romance
358,HigherLearning(1995),Drama
359,ILikeItLikeThat(1994),Comedy|Drama|Romance
360,ILoveTrouble(1994),Action|Comedy
361,ItCouldHappentoYou(1994),Comedy|Drama|Romance
362,"JungleBook,The(1994)",Adventure|Children|Romance
363,"Wonderful,HorribleLifeofLeniRiefenstahl,The(MachtderBilder:LeniRiefenstahl,Die)(1993)",Documentary
364,"LionKing,The(1994)",Adventure|Animation|Children|Drama|Musical|IMAX
365,LittleBuddha(1993),Drama
366,"WesCraven'sNewNightmare(NightmareonElmStreetPart7:Freddy'sFinale,A)(1994)",Drama|Horror|Mystery|Thriller
367,"Mask,The(1994)",Action|Comedy|Crime|Fantasy
368,Maverick(1994),Adventure|Comedy|Western
369,Mrs.ParkerandtheViciousCircle(1994),Drama
370,NakedGun331/3:TheFinalInsult(1994),Action|Comedy
371,"Paper,The(1994)",Comedy|Drama
372,RealityBites(1994),Comedy|Drama|Romance
373,RedRockWest(1992),Thriller
374,RichieRich(1994),Children|Comedy
376,"RiverWild,The(1994)",Action|Thriller
377,Speed(1994),Action|Romance|Thriller
378,Speechless(1994),Comedy|Romance
379,Timecop(1994),Action|Sci-Fi|Thriller
380,TrueLies(1994),Action|Adventure|Comedy|Romance|Thriller
381,WhenaManLovesaWoman(1994),Drama|Romance
382,Wolf(1994),Drama|Horror|Romance|Thriller
383,WyattEarp(1994),Western
384,BadCompany(1995),Action|Crime|Drama
385,"ManofNoImportance,A(1994)",Drama
386,S.F.W.(1994),Drama
387,"LowDownDirtyShame,A(1994)",Action|Comedy
388,BoysLife(1995),Drama
389,"ColonelChabert,Le(1994)",Drama|Romance|War
390,FasterPussycat!Kill!Kill!(1965),Action|Crime|Drama
391,Jason'sLyric(1994),Crime|Drama
393,StreetFighter(1994),Action|Adventure|Fantasy
405,HighlanderIII:TheSorcerer(a.k.a.Highlander:TheFinalDimension)(1994),Action|Fantasy
406,FederalHill(1994),Drama
407,IntheMouthofMadness(1995),Horror|Thriller
408,8Seconds(1994),Drama
409,AbovetheRim(1994),Crime|Drama
410,AddamsFamilyValues(1993),Children|Comedy|Fantasy
412,"AgeofInnocence,The(1993)",Drama
413,Airheads(1994),Comedy
414,"AirUpThere,The(1994)",Comedy
415,AnotherStakeout(1993),Comedy|Thriller
416,BadGirls(1994),Western
417,Barcelona(1994),Comedy|Romance
418,BeingHuman(1993),Drama
419,"BeverlyHillbillies,The(1993)",Comedy
420,BeverlyHillsCopIII(1994),Action|Comedy|Crime|Thriller
421,BlackBeauty(1994),Adventure|Children|Drama
422,Blink(1994),Thriller
423,BlownAway(1994),Action|Thriller
424,BlueChips(1994),Drama
425,BlueSky(1994),Drama|Romance
426,BodySnatchers(1993),Horror|Sci-Fi|Thriller
427,BoxingHelena(1993),Drama|Mystery|Romance|Thriller
428,"BronxTale,A(1993)",Drama
429,CabinBoy(1994),Comedy
430,CalendarGirl(1993),Comedy|Drama
431,Carlito'sWay(1993),Crime|Drama
432,CitySlickersII:TheLegendofCurly'sGold(1994),Adventure|Comedy|Western
433,CleanSlate(1994),Comedy
434,Cliffhanger(1993),Action|Adventure|Thriller
435,Coneheads(1993),Comedy|Sci-Fi
436,ColorofNight(1994),Drama|Thriller
437,CopsandRobbersons(1994),Comedy
438,"CowboyWay,The(1994)",Action|Comedy|Drama
440,Dave(1993),Comedy|Romance
441,DazedandConfused(1993),Comedy
442,DemolitionMan(1993),Action|Adventure|Sci-Fi
444,EvenCowgirlsGettheBlues(1993),Comedy|Romance
445,FatalInstinct(1993),Comedy
446,FarewellMyConcubine(Bawangbieji)(1993),Drama|Romance
448,Fearless(1993),Drama
449,FearofaBlackHat(1994),Comedy
450,WithHonors(1994),Comedy|Drama
451,FleshandBone(1993),Drama|Mystery|Romance
452,Widows'Peak(1994),Drama
453,ForLoveorMoney(1993),Comedy|Romance
454,"Firm,The(1993)",Drama|Thriller
455,FreeWilly(1993),Adventure|Children|Drama
456,Fresh(1994),Crime|Drama|Thriller
457,"Fugitive,The(1993)",Thriller
458,Geronimo:AnAmericanLegend(1993),Drama|Western
459,"Getaway,The(1994)",Action|Adventure|Crime|Drama|Romance|Thriller
460,GettingEvenwithDad(1994),Comedy
461,GoFish(1994),Drama|Romance
464,HardTarget(1993),Action|Adventure|Crime|Thriller
466,HotShots!PartDeux(1993),Action|Comedy|War
467,LiveNudeGirls(1995),Comedy
468,"EnglishmanWhoWentUpaHillButCameDownaMountain,The(1995)",Comedy|Romance
469,"HouseoftheSpirits,The(1993)",Drama|Romance
470,HouseParty3(1994),Comedy
471,"HudsuckerProxy,The(1994)",Comedy
472,I'llDoAnything(1994),Comedy|Drama
473,IntheArmyNow(1994),Comedy|War
474,IntheLineofFire(1993),Action|Thriller
475,IntheNameoftheFather(1993),Drama
476,"Inkwell,The(1994)",Comedy|Drama
477,What'sLoveGottoDowithIt?(1993),Drama|Musical
478,JimmyHollywood(1994),Comedy|Crime|Drama
479,JudgmentNight(1993),Action|Crime|Thriller
480,JurassicPark(1993),Action|Adventure|Sci-Fi|Thriller
481,Kalifornia(1993),Drama|Thriller
482,KillingZoe(1994),Crime|Drama|Thriller
484,Lassie(1994),Adventure|Children
485,LastActionHero(1993),Action|Adventure|Comedy|Fantasy
486,LifewithMikey(1993),Comedy
487,LightningJack(1994),Comedy|Western
488,M.Butterfly(1993),Drama|Romance
489,MadeinAmerica(1993),Comedy
490,Malice(1993),Thriller
491,"ManWithoutaFace,The(1993)",Drama
492,ManhattanMurderMystery(1993),Comedy|Mystery
493,MenaceIISociety(1993),Action|Crime|Drama
494,ExecutiveDecision(1996),Action|Adventure|Thriller
495,IntheRealmoftheSenses(Ainocorrida)(1976),Drama
496,WhatHappenedWas...(1994),Comedy|Drama|Romance|Thriller
497,MuchAdoAboutNothing(1993),Comedy|Romance
499,Mr.Wonderful(1993),Comedy|Romance
500,Mrs.Doubtfire(1993),Comedy|Drama
501,Naked(1993),Drama
502,"NextKarateKid,The(1994)",Action|Children|Romance
504,NoEscape(1994),Action|Drama|Sci-Fi
505,North(1994),Comedy
506,Orlando(1992),Drama|Fantasy|Romance
507,"PerfectWorld,A(1993)",Crime|Drama|Thriller
508,Philadelphia(1993),Drama
509,"Piano,The(1993)",Drama|Romance
510,PoeticJustice(1993),Drama
511,"Program,The(1993)",Action|Drama
512,"PuppetMasters,The(1994)",Horror|Sci-Fi
513,RadiolandMurders(1994),Comedy|Mystery|Romance
514,"Ref,The(1994)",Comedy
515,"RemainsoftheDay,The(1993)",Drama|Romance
516,RenaissanceMan(1994),Comedy|Drama
517,RisingSun(1993),Action|Drama|Mystery
518,"RoadtoWellville,The(1994)",Comedy
519,RoboCop3(1993),Action|Crime|Drama|Sci-Fi|Thriller
520,RobinHood:MeninTights(1993),Comedy
521,RomeoIsBleeding(1993),Crime|Thriller
522,RomperStomper(1992),Action|Drama
523,RubyinParadise(1993),Drama
524,Rudy(1993),Drama
526,"SavageNights(Nuitsfauves,Les)(1992)",Drama
527,Schindler'sList(1993),Drama|War
528,"Scout,The(1994)",Comedy|Drama
529,SearchingforBobbyFischer(1993),Drama
531,"SecretGarden,The(1993)",Children|Drama
532,SerialMom(1994),Comedy|Crime|Horror
533,"Shadow,The(1994)",Action|Adventure|Fantasy|Mystery
534,Shadowlands(1993),Drama|Romance
535,ShortCuts(1993),Drama
536,"SimpleTwistofFate,A(1994)",Drama
537,Sirens(1994),Drama
538,SixDegreesofSeparation(1993),Drama
539,SleeplessinSeattle(1993),Comedy|Drama|Romance
540,Sliver(1993),Thriller
541,BladeRunner(1982),Action|Sci-Fi|Thriller
542,SoninLaw(1993),Comedy|Drama|Romance
543,SoIMarriedanAxeMurderer(1993),Comedy|Romance|Thriller
544,StrikingDistance(1993),Action|Crime
546,SuperMarioBros.(1993),Action|Adventure|Children|Comedy|Fantasy|Sci-Fi
547,SurvivingtheGame(1994),Action|Adventure|Thriller
548,TerminalVelocity(1994),Action|Mystery|Thriller
549,Thirty-TwoShortFilmsAboutGlennGould(1993),Drama|Musical
550,Threesome(1994),Comedy|Romance
551,"NightmareBeforeChristmas,The(1993)",Animation|Children|Fantasy|Musical
552,"ThreeMusketeers,The(1993)",Action|Adventure|Comedy|Romance
553,Tombstone(1993),Action|Drama|Western
555,TrueRomance(1993),Crime|Thriller
556,"WarRoom,The(1993)",Documentary
558,"Pagemaster,The(1994)",Action|Adventure|Animation|Children|Fantasy
562,WelcometotheDollhouse(1995),Comedy|Drama
563,Germinal(1993),Drama|Romance
564,Chasers(1994),Comedy
567,Kika(1993),Comedy|Drama
568,BhajiontheBeach(1993),Comedy|Drama
569,LittleBigLeague(1994),Comedy|Drama
573,"Ciao,Professore!(Iosperiamochemelacavo)(1992)",Drama
574,SpankingtheMonkey(1994),Comedy|Drama
575,"LittleRascals,The(1994)",Children|Comedy
577,Andre(1994),Adventure|Children|Drama
579,"Escort,The(Scorta,La)(1993)",Crime|Thriller
580,PrincessCaraboo(1994),Drama
581,"CelluloidCloset,The(1995)",Documentary
583,DearDiary(CaroDiario)(1994),Comedy|Drama
585,"BradyBunchMovie,The(1995)",Comedy
586,HomeAlone(1990),Children|Comedy
587,Ghost(1990),Comedy|Drama|Fantasy|Romance|Thriller
588,Aladdin(1992),Adventure|Animation|Children|Comedy|Musical
589,Terminator2:JudgmentDay(1991),Action|Sci-Fi
590,DanceswithWolves(1990),Adventure|Drama|Western
592,Batman(1989),Action|Crime|Thriller
593,"SilenceoftheLambs,The(1991)",Crime|Horror|Thriller
594,SnowWhiteandtheSevenDwarfs(1937),Animation|Children|Drama|Fantasy|Musical
595,BeautyandtheBeast(1991),Animation|Children|Fantasy|Musical|Romance|IMAX
596,Pinocchio(1940),Animation|Children|Fantasy|Musical
597,PrettyWoman(1990),Comedy|Romance
599,"WildBunch,The(1969)",Adventure|Western
600,Loveanda.45(1994),Action|Comedy|Crime
602,"GreatDayinHarlem,A(1994)",Documentary
605,OneFineDay(1996),Drama|Romance
606,Candyman:FarewelltotheFlesh(1995),Fantasy|Horror
608,Fargo(1996),Comedy|Crime|Drama|Thriller
609,HomewardBoundII:LostinSanFrancisco(1996),Adventure|Children
610,HeavyMetal(1981),Action|Adventure|Animation|Horror|Sci-Fi
611,Hellraiser:Bloodline(1996),Action|Horror|Sci-Fi
612,"Pallbearer,The(1996)",Comedy
613,JaneEyre(1996),Drama|Romance
615,BreadandChocolate(Paneecioccolata)(1973),Comedy|Drama
616,"Aristocats,The(1970)",Animation|Children
617,"FlowerofMySecret,The(Laflordemisecreto)(1995)",Comedy|Drama
618,TwoMuch(1995),Comedy|Romance
619,Ed(1996),Comedy
626,"ThinLineBetweenLoveandHate,A(1996)",Comedy
627,"LastSupper,The(1995)",Drama|Thriller
628,PrimalFear(1996),Crime|Drama|Mystery|Thriller
631,AllDogsGotoHeaven2(1996),Adventure|Animation|Children|Fantasy|Musical|Romance
632,LandandFreedom(Tierraylibertad)(1995),Drama|War
633,DeniseCallsUp(1995),Comedy
634,TheodoreRex(1995),Comedy
635,"FamilyThing,A(1996)",Comedy|Drama
636,Frisk(1995),Drama
637,Sgt.Bilko(1996),Comedy
638,JackandSarah(1995),Romance
639,Girl6(1996),Comedy|Drama
640,Diabolique(1996),Drama|Thriller
645,Nelly&MonsieurArnaud(1995),Drama
647,CourageUnderFire(1996),Action|Crime|Drama|War
648,Mission:Impossible(1996),Action|Adventure|Mystery|Thriller
649,ColdFever(Áköldumklaka)(1995),Comedy|Drama
650,MollFlanders(1996),Drama
653,Dragonheart(1996),Action|Adventure|Fantasy
656,Eddie(1996),Comedy
661,JamesandtheGiantPeach(1996),Adventure|Animation|Children|Fantasy|Musical
662,Fear(1996),Thriller
663,KidsintheHall:BrainCandy(1996),Comedy
665,Underground(1995),Comedy|Drama|War
667,Bloodsport2(a.k.a.BloodsportII:TheNextKumite)(1996),Action
668,SongoftheLittleRoad(PatherPanchali)(1955),Drama
670,"WorldofApu,The(ApurSansar)(1959)",Drama
671,MysteryScienceTheater3000:TheMovie(1996),Comedy|Sci-Fi
673,SpaceJam(1996),Adventure|Animation|Children|Comedy|Fantasy|Sci-Fi
674,Barbarella(1968),Adventure|Comedy|Sci-Fi
678,SomeFolksCallItaSlingBlade(1993),Drama|Thriller
